Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444037/SRR8444037_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444038/SRR8444038_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444043/SRR8444043_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970629/SRR7970629_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970630/SRR7970630_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970631/SRR7970631_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970598/SRR7970598_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970599/SRR7970599_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970600/SRR7970600_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269830/SRR8269830_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269647/SRR8269647_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269650/SRR8269650_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916318/SRR10916318_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916319/SRR10916319_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916320/SRR10916320_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970603/SRR7970603_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970606/SRR7970606_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970610/SRR7970610_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027727/SRR9027727_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027728/SRR9027728_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027730/SRR9027730_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916163/SRR10916163_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916164/SRR10916164_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916165/SRR10916165_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-115_RNA_cac-1__Rep1_S139/149-115_RNA_cac-1__Rep1_S139_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-117_RNA_cac-1__Rep3_S141/149-117_RNA_cac-1__Rep3_S141_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-65_RNA_cac-1_cac-2___S65/149-65_RNA_cac-1_cac-2___S65_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-66_RNA_cac-1_cac-2___S66/149-66_RNA_cac-1_cac-2___S66_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-67_RNA_cac-1_cac-2___S67/149-67_RNA_cac-1_cac-2___S67_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-96_RNA_cac-1-suz-12__Rep1_S96/149-96_RNA_cac-1-suz-12__Rep1_S96_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-97_RNA_cac-1-suz-12__Rep2_S121/149-97_RNA_cac-1-suz-12__Rep2_S121_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-98_RNA_cac-1-suz-12__Rep3_S122/149-98_RNA_cac-1-suz-12__Rep3_S122_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690267/SRR7690267_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690268/SRR7690268_Aligned.sortedByCoord.out.bam
NCU16704	CM002238.1;CM002238.1;CM002238.1	4809123;4809286;4810531	4809220;4809704;4810856	+;+;+	843	0	0	0	0	0	0	3	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	36	43	34	0	0	0	0	0
NCU08261	CM002238.1	4811606	4812655	+	1050	56	176	39	44	42	24	640	718	583	0	17	6	2	4	6	2	0	0	0	1	0	0	0	4	0	3	6	12	16	48	32	201	434	114	3388	2318	2630	9	4	4	19	15
NCU08262	CM002238.1;CM002238.1;CM002238.1	4815061;4815248;4815540	4815162;4815481;4816061	+;+;+	858	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	8	6	0	0	0	0	0	0
NCU08263	CM002238.1;CM002238.1;CM002238.1	4818973;4819890;4820197	4819831;4820076;4820221	+;+;+	1071	0	0	0	0	0	2	2	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	12	20	16	2	0	0	0	0
NCU08264	CM002238.1;CM002238.1	4820893;4822084	4822011;4822548	+;+	1584	0	0	0	2	0	2	4	11	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	6	14	4	2	0	0	0
NCU08265	CM002238.1	4823696	4824538	+	843	0	2	0	0	0	0	4	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	10	15	10	0	0	0	0	0
NCU16705	CM002238.1;CM002238.1	4825346;4825823	4825759;4825846	-;-	438	2	16	18	4	3	6	3	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	36	12	5	6	17	40	46	33	0	0	0	2	0
NCU16706	CM002238.1	4826688	4827377	-	690	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	2	0	0	0	0	0	0	0
NCU08576	CM002238.1	4857482	4857922	+	441	0	6	6	2	4	4	30	20	18	0	0	0	0	0	4	0	2	0	0	4	2	0	4	8	2	3	4	10	2	2	4	3	12	2	34	50	29	10	8	16	2	0
NCU08575	CM002238.1;CM002238.1	4858979;4859757	4859413;4859825	-;-	504	0	0	0	0	2	1	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0
NCU16707	CM002238.1	4860892	4861287	-	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
NCU08574	CM002238.1;CM002238.1	4861543;4862158	4862085;4862238	-;-	624	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
NCU08573	CM002238.1;CM002238.1;CM002238.1	4862927;4863603;4863981	4863085;4863770;4864049	+;+;+	396	0	1	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	2	2	0	4	0	2	1	0	5	5	7	0	0	0	0	2	0	6	4	5	1	4	13	0	0
NCU08572	CM002238.1	4868987	4869940	-	954	25	18	6	30	63	66	38	56	69	2	0	4	0	4	6	8	4	4	5	9	21	0	1	0	6	16	32	9	2	8	2	2	4	6	34	40	40	152	138	83	0	0
NCU08571	CM002238.1;CM002238.1	4872420;4872924	4872804;4872943	-;-	405	18	14	6	17	9	11	67	62	44	5	6	4	0	2	0	9	0	0	6	5	0	10	9	3	8	5	5	10	2	4	8	1	0	3	8	8	4	28	16	31	1	2
NCU08570	CM002238.1	4873986	4874990	+	1005	90	115	49	68	54	64	299	380	386	8	13	16	0	4	4	52	55	46	17	19	16	85	93	95	51	71	73	47	8	29	28	13	16	16	75	129	58	319	195	336	22	29
NCU08569	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4876327;4877093;4877300;4877833	4876840;4877250;4877747;4878077	+;+;+;+	1365	6	15	2	13	16	9	101	93	36	2	2	0	0	0	0	0	6	3	3	4	0	19	9	16	5	12	18	13	4	26	6	2	10	8	35	56	20	54	59	98	10	11
NCU08568	CM002238.1	4881000	4881842	+	843	4124	3984	4136	4376	4003	4139	4059	4951	4805	2561	2635	3798	2735	2818	2395	5671	5443	4380	2559	2796	2392	6745	8190	8099	6799	2949	2132	2659	1069	3834	2461	1192	2452	1343	3224	5426	2499	3790	3011	3385	472	431
NCU10396	CM002238.1;CM002238.1;CM002238.1	4882714;4883086;4883728	4882854;4883173;4883819	+;+;+	321	5	0	8	0	2	7	2	1	2	2	2	4	6	4	0	2	2	1	2	4	3	11	0	3	4	0	0	1	0	3	4	0	7	8	2	4	4	1	0	1	0	0
ro-11	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4885179;4885179;4885617;4885617;4886291	4885409;4885409;4887479;4886233;4887479	+;+;+;+;+	2094	5260	5311	5091	4599	4003	4261	2640	3484	3286	4554	4026	5228	1421	1023	1045	4283	3815	3194	2223	2223	2183	5379	6680	6756	5148	1235	1107	849	496	1590	1396	990	2108	839	1800	1916	1220	2491	1815	1900	475	519
NCU08565	CM002238.1;CM002238.1	4889011;4893686	4893624;4893931	-;-	4860	6129	4079	5388	5027	4670	4355	4456	6079	5277	2447	2265	3081	1884	1113	758	7346	7128	5113	1892	1829	1940	7351	9720	9440	7634	1224	1195	1504	292	825	892	509	1095	498	961	1153	869	3804	2024	2946	308	363
NCU08564	CM002238.1;CM002238.1;CM002238.1	4896110;4896373;4896500	4896278;4896426;4896963	-;-;-	687	38	19	22	12	14	41	14	29	15	24	15	23	6	11	16	15	31	27	56	39	16	42	35	30	47	3	3	10	15	18	26	16	26	18	48	32	19	23	5	13	1	2
scon-2	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4899725;4900249;4901039;4901202	4900162;4900978;4901143;4902094	+;+;+;+	2166	2011	2271	1964	1618	1436	1597	1528	1869	1839	2029	1742	2199	598	502	538	1415	1432	960	593	569	537	2302	2459	2615	2042	420	424	493	162	416	345	198	351	238	329	433	301	728	621	728	159	161
NCU08561	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4907397;4907581;4907709;4908501	4907457;4907628;4908417;4908657	+;+;+;+	975	1032	1058	751	1151	973	1103	689	979	831	1044	836	1104	238	177	245	611	562	453	317	366	256	862	1014	1030	816	193	239	195	185	434	299	64	94	63	224	308	119	461	362	389	71	150
NCU08560	CM002238.1;CM002238.1;CM002238.1	4913646;4914502;4915206	4914424;4915129;4915244	-;-;-	1446	1448	805	1334	1090	813	931	968	1412	1209	597	569	736	519	591	359	992	987	658	418	536	446	1650	2091	2244	1739	293	370	347	38	220	148	36	115	39	186	291	144	540	444	682	143	74
NCU08559	CM002238.1	4920285	4922162	-	1878	388	303	308	291	273	280	258	343	337	106	104	170	134	96	103	240	236	176	90	156	102	553	648	579	553	89	125	138	38	92	66	16	68	40	69	86	62	146	133	218	37	29
NCU16708	CM002238.1	4923246	4925303	-	2058	454	306	430	491	387	459	171	226	250	567	540	676	275	157	140	564	691	452	276	240	204	985	1241	1153	915	332	220	278	38	59	94	52	100	60	94	109	56	418	294	448	14	15
NCU08558	CM002238.1	4927313	4929808	+	2496	26	38	24	26	24	32	20	8	19	42	44	71	17	4	9	21	31	33	13	24	10	26	45	59	37	38	23	45	14	20	42	16	38	37	44	33	42	29	20	23	0	0
NCU08557	CM002238.1;CM002238.1	4932174;4932712	4932415;4932775	-;-	306	121	99	109	181	169	171	207	164	246	111	97	204	30	18	12	262	340	162	202	180	94	914	995	1005	808	62	34	63	66	262	200	148	336	152	300	385	234	225	166	285	10	2
NCU08556	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4933530;4934217;4934566;4934931;4935304	4934168;4934493;4934795;4935234;4935818	-;-;-;-;-	1965	1613	883	1658	1051	792	985	788	933	1050	509	558	693	686	380	472	2157	3022	1338	556	529	420	4004	4965	5015	4076	510	528	767	88	238	199	62	135	82	112	365	94	1513	889	1692	24	36
NCU08555	CM002238.1;CM002238.1;CM002238.1	4942498;4942838;4943283	4942773;4942949;4944487	+;+;+	1593	112	94	95	97	100	94	74	67	55	58	50	71	27	21	32	88	76	78	58	81	64	134	184	186	182	23	20	17	8	30	54	33	32	21	31	78	20	67	32	93	1	3
ssp-1	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4946889;4947115;4947535;4947876	4946898;4947371;4947807;4947884	-;-;-;-	549	3405	3122	3269	3414	2742	2630	3750	4740	4925	1055	1234	1646	1274	798	1009	3676	3641	2764	1311	1564	1000	6197	8084	7906	6386	846	1157	1190	581	2184	1422	311	592	424	738	1351	577	2438	1583	2197	208	530
NCU08553	CM002238.1;CM002238.1;CM002238.1	4950342;4951384;4951539	4950599;4951473;4951583	+;+;+	393	2953	2905	2795	2676	2442	2392	3328	3814	3877	1346	1383	1981	1282	1220	1129	2551	2566	1814	876	1307	934	4518	5297	5264	4535	950	1057	1447	432	1944	1074	790	1817	761	3830	4023	3057	1471	1172	1826	189	244
NCU08552	CM002238.1;CM002238.1;CM002238.1	4952453;4953062;4953231	4952748;4953146;4953245	-;-;-	396	2913	3098	2909	3290	3224	2799	4097	4932	4944	982	1003	1426	1005	1190	1122	2763	2389	2448	1108	1743	1209	2580	3377	3113	2557	745	799	1526	1135	3981	2526	492	813	658	2164	3199	1551	1236	1071	1714	347	313
NCU08551	CM002238.1;CM002238.1	4955265;4955468	4955366;4957699	+;+	2334	1556	1352	1449	1206	1109	1045	1130	1489	1348	518	486	609	443	318	285	1323	1339	889	452	589	474	2655	3331	3258	2653	350	323	403	106	459	253	66	185	68	228	325	137	848	642	989	91	141
NCU08550	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4958783;4958783;4959183;4959183;4959708;4959708	4959109;4959109;4959618;4959618;4959808;4959808	+;+;+;+;+;+	864	7291	5970	6578	6989	6316	6144	7200	8947	8661	2343	2176	3166	1959	1590	1644	7294	7441	5249	2857	3350	2708	11461	13693	13817	11440	1381	1593	1338	888	3309	2590	559	1172	546	1585	2138	1146	4184	2491	5099	1037	1079
NCU08549	CM002238.1	4961778	4962635	-	858	3667	1468	4290	4003	3573	3396	7095	8033	8937	608	526	688	1791	1061	595	8631	9571	7141	4728	5086	3980	10427	13253	13130	10191	1381	1376	1600	616	1904	1884	1721	3223	1958	2876	3854	2572	6172	4634	3501	82	91
NCU16710	CM002238.1	4963608	4964141	+	534	545	239	616	557	545	451	1185	1320	1453	98	78	131	213	95	56	1250	1343	809	638	605	424	1338	1536	1538	1299	128	162	195	48	70	112	115	152	231	174	224	155	888	611	471	2	5
NCU08548	CM002238.1;CM002238.1;CM002238.1	4964708;4964821;4965474	4964755;4965230;4965894	-;-;-	879	13	84	20	22	23	49	23	29	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	114	39	24	56	40	33	46	22	0	0	0	1	0
NCU08547	CM002238.1	4967092	4968477	-	1386	74	123	37	62	50	81	102	158	101	4	2	0	2	0	0	4	0	2	0	2	0	0	0	0	0	3	0	0	0	6	12	8	12	4	12	18	8	0	0	4	1	0
NCU08546	CM002238.1;CM002238.1	4969295;4969761	4969576;4970282	+;+	804	34	89	23	44	32	43	73	118	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	18	51	52	12	56	12	94	83	64	0	0	0	1	0
NCU08545	CM002238.1;CM002238.1	4971191;4971514	4971418;4972890	-;-	1605	136	89	123	99	74	81	54	89	43	19	28	47	11	23	21	55	61	26	26	30	28	101	72	117	79	23	31	34	44	239	69	30	67	40	100	117	119	38	16	53	7	6
NCU08544	CM002238.1;CM002238.1;CM002238.1	4975489;4976309;4976544	4976244;4976473;4976633	-;-;-	1011	56	30	20	74	78	93	74	89	95	29	31	19	13	10	2	61	53	22	58	64	42	76	89	68	69	14	22	32	28	64	53	22	62	18	61	120	46	27	23	40	0	4
NCU08543	CM002238.1;CM002238.1;CM002238.1	4980063;4981312;4982279	4981256;4982152;4982364	-;-;-	2121	24	43	19	39	44	35	56	58	64	0	2	6	2	0	0	4	4	6	0	0	0	0	2	2	0	1	0	0	26	60	66	62	95	27	136	150	121	8	0	0	6	4
NCU08542	CM002238.1;CM002238.1	4983189;4984267	4984142;4984971	-;-	1659	4	6	0	0	2	6	10	12	5	0	2	2	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	6	12	6	14	10	12	26	8	2	2	4	0	0
NCU08541	CM002238.1	4988116	4988526	+	411	2663	1758	1664	1845	1609	1838	2778	3313	3058	1806	1567	2149	1266	772	677	1867	2379	1360	641	736	509	5518	6960	7011	5523	515	1054	1384	1325	3733	4013	2779	4974	3005	8258	14417	8771	985	627	2816	124	197
NCU08539	CM002238.1;CM002238.1	4991568;4992742	4992459;4993181	+;+	1332	41	165	49	50	38	46	50	66	73	54	37	50	0	0	0	0	4	0	0	0	0	0	0	0	0	24	24	43	33	337	72	53	116	48	338	354	226	4	5	17	7	1
NCU08538	CM002238.1;CM002238.1	4993941;4994434	4994133;4995464	+;+	1224	116	33	59	51	46	49	99	100	123	13	25	38	62	22	23	110	111	85	60	74	27	133	136	142	116	46	67	102	8	52	34	11	42	15	62	90	44	116	110	152	4	2
NCU08537	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4995734;4995734;4996053;4996053;4997352;4997352;4999268;4999268	4995747;4995747;4997024;4997024;4999204;4999204;4999836;4999836	-;-;-;-;-;-;-;-	3408	3288	1673	2702	2601	2256	2307	3123	3511	3571	494	467	587	619	319	274	3725	3686	2570	1986	1854	1285	3615	4296	4334	3696	650	827	972	117	358	297	211	329	140	708	760	459	3456	2091	2057	114	61
NCU08535	CM002238.1;CM002238.1;CM002238.1	5006392;5006617;5006945	5006553;5006882;5013344	+;+;+	6828	13886	10988	12838	15335	12732	13388	13247	18941	14568	10470	9612	12252	3472	4243	2942	9341	6958	7145	4656	5047	5985	8523	10615	10837	8302	2061	2468	3995	751	3099	2966	343	542	545	4536	7269	2418	4913	3873	2752	1605	517
NCU08534	CM002238.1;CM002238.1;CM002238.1	5016034;5017018;5017456	5016824;5017360;5017866	-;-;-	1545	4	4	14	10	9	10	2	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	22	26	19	28	14	55	24	36	0	0	0	1	0
NCU08533	CM002238.1;CM002238.1	5019207;5019404	5019268;5019830	-;-	489	2	8	0	0	4	6	21	10	5	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	9	3	4	12	2	14	4	113	100	102	11	6	2	0	0
NCU08532	CM002238.1;CM002238.1	5024302;5026588	5026404;5026908	-;-	2424	32	26	14	6	10	6	107	148	114	0	2	1	0	2	0	0	0	0	0	4	0	2	2	2	0	2	10	10	8	34	38	20	26	10	543	836	473	14	8	31	3	1
NCU08531	CM002238.1;CM002238.1	5028667;5029866	5029373;5030727	-;-	1569	87	124	46	90	67	117	27	51	35	7	11	32	12	9	3	22	11	13	3	5	6	8	6	18	12	9	17	22	19	44	58	48	54	32	173	169	116	17	10	8	26	8
NCU08530	CM002238.1;CM002238.1	5032997;5033082	5033010;5033373	-;-	306	85	94	45	47	41	50	29	36	37	7	3	4	22	15	16	13	13	11	11	12	3	19	22	29	26	23	10	22	0	30	21	15	16	4	11	27	18	12	13	13	8	3
NCU08529	CM002238.1;CM002238.1	5034336;5035031	5034524;5035300	+;+	459	41	65	18	12	21	25	2	10	18	0	2	2	5	7	5	2	0	8	0	2	1	4	2	5	2	1	0	7	0	0	2	12	6	4	4	2	10	2	2	3	2	0
NCU10276	CM002238.1;CM002238.1;CM002238.1	5036687;5036948;5037405	5036870;5037312;5038487	+;+;+	1632	6156	4868	5514	3994	3334	4071	1780	2481	2354	744	667	924	2586	3990	2301	832	578	635	609	892	850	624	826	843	714	504	1146	1730	88	520	240	69	189	44	643	526	343	366	732	423	746	327
NCU11287	CM002238.1	5039404	5040597	+	1194	1129	660	1194	1456	1208	1143	1290	1710	1754	356	353	508	64	46	63	2104	2194	1434	859	1013	835	2533	3336	3122	2381	541	563	721	122	556	375	239	526	230	540	770	363	1683	1055	1472	65	65
NCU08527	CM002238.1	5040701	5042365	-	1665	2017	1356	1916	1775	1536	1704	1621	2097	2148	983	1011	1352	1429	843	813	2095	2415	1641	674	828	647	2987	3481	3473	2953	666	649	804	223	624	836	665	1548	984	1206	2239	1211	1354	812	1801	67	88
NCU08526	CM002238.1	5043330	5045378	+	2049	947	679	797	778	738	793	557	688	685	611	551	840	594	397	410	775	909	618	308	325	264	1608	2109	2022	1643	386	290	397	124	405	360	181	393	203	601	1029	518	557	332	1399	43	60
NCU08525	CM002238.1	5051027	5053003	+	1977	192	154	151	252	223	239	133	152	159	101	94	165	54	61	56	151	150	144	82	119	95	203	285	252	222	61	65	86	50	136	116	48	107	88	162	224	147	132	85	126	18	13
NCU08524	CM002238.1;CM002238.1;CM002238.1	5053920;5054780;5055259	5054720;5055197;5055671	+;+;+	1632	299	242	255	348	336	350	329	364	330	124	124	152	147	106	58	139	157	94	84	89	62	354	443	477	432	146	155	242	92	226	229	175	304	176	711	852	780	296	158	470	12	9
NCU08523	CM002238.1;CM002238.1	5056241;5056365	5056338;5057244	-;-	978	158	120	121	275	225	264	315	325	318	50	62	106	70	52	26	53	23	47	53	73	42	30	48	71	38	170	149	212	38	137	122	208	382	170	437	565	503	345	242	160	6	1
NCU08522	CM002238.1	5058175	5059242	+	1068	180	124	96	170	168	180	210	270	250	56	42	110	86	54	51	49	30	30	77	62	44	29	75	64	43	195	155	286	58	214	159	243	566	250	1061	893	961	335	265	276	19	5
NCU08521	CM002238.1;CM002238.1;CM002238.1	5059623;5060179;5060776	5060087;5060412;5061738	-;-;-	1662	4	6	8	2	8	4	22	17	15	3	0	8	3	2	4	0	10	4	2	14	9	21	32	9	17	27	53	66	0	8	4	2	4	4	47	73	53	111	129	197	0	2
NCU08797	CM002238.1;CM002238.1;CM002238.1	5090232;5090688;5091133	5090597;5091039;5091512	+;+;+	1098	55	47	79	50	76	46	109	161	111	16	17	38	49	27	23	96	130	73	31	47	52	102	141	103	99	63	60	82	9	20	26	28	58	24	193	172	153	208	173	182	19	15
NCU08796	CM002238.1;CM002238.1;CM002238.1	5092380;5093341;5093812	5093257;5093635;5094174	-;-;-	1536	110	268	102	263	246	247	214	308	229	0	2	0	0	0	0	4	4	2	2	2	0	2	2	2	4	2	10	0	84	357	198	86	202	86	1169	1461	665	2	4	1	678	377
NCU08795	CM002238.1	5098420	5099550	-	1131	594	557	515	600	636	575	303	380	380	475	544	769	174	175	214	570	625	484	324	395	323	1004	1472	1352	1077	310	276	362	158	718	555	288	861	355	1173	1305	1049	725	522	643	58	123
NCU08794	CM002238.1;CM002238.1;CM002238.1	5100508;5101038;5101182	5100580;5101110;5101413	+;+;+	378	4454	4592	4400	4749	4131	4365	2821	3667	3434	3253	3830	5654	2421	2676	1760	3065	2466	2389	2167	2769	2319	4939	5987	6098	5150	1583	1666	1844	330	1720	1266	638	1640	589	2044	1998	1473	1699	2233	1714	513	205
NCU08793	CM002238.1;CM002238.1;CM002238.1;CM002238.1	5104545;5104545;5105920;5105923	5105832;5105832;5106098;5106098	+;+;+;+	1467	2112	3264	2225	3514	3251	3376	2052	2293	1900	1754	2306	3164	558	317	411	2198	2061	1940	782	1102	1027	4252	5622	5775	4379	473	518	751	1276	4128	2536	2302	5970	1931	5650	5181	4783	1948	1113	1692	387	441
NCU08792	CM002238.1;CM002238.1;CM002238.1;CM002238.1	5106888;5108470;5109089;5109233	5108416;5109024;5109172;5109413	-;-;-;-	2349	2816	2970	2849	2369	2065	2097	1816	2146	1781	1919	2012	2808	965	751	825	2828	3271	2090	1042	1252	1089	6034	7950	8080	6207	883	843	670	256	1078	680	409	1044	518	1803	1789	1246	1762	1332	1999	305	342
cat-1	CM002238.1;CM002238.1	5112007;5112386	5112324;5114365	+;+	2298	29428	17475	25824	28680	26666	26657	39223	45099	45941	19488	16165	21504	9303	3917	4447	42880	40082	33202	31866	30821	24899	46078	57321	55782	46377	14607	8427	13996	2684	7451	7908	7194	17147	8699	12044	12729	8416	28729	19262	14719	1073	801
NCU08790	CM002238.1;CM002238.1	5115408;5115934	5115819;5116931	-;-	1410	99	96	95	87	101	70	316	376	407	78	52	72	9	16	23	117	139	74	56	73	53	70	108	106	53	108	123	110	48	118	71	50	146	45	242	362	225	295	245	289	355	248
NCU08789	CM002238.1;CM002238.1	5119161;5119372	5119245;5119898	+;+	612	5	5	0	11	6	9	16	12	11	0	0	6	0	0	0	0	4	0	8	4	4	0	2	0	2	2	1	2	2	18	14	10	18	6	34	39	12	4	6	10	21	11
NCU08788	CM002238.1	5121053	5122912	+	1860	584	451	460	509	489	426	434	513	477	133	134	177	137	173	112	539	446	351	240	281	310	504	742	750	530	161	158	129	36	118	59	40	68	54	64	107	49	291	214	283	75	85
NCU08787	CM002238.1	5123999	5126116	+	2118	1435	1506	1364	1444	1264	1363	1413	1607	1456	1083	1052	1343	352	266	262	1266	1271	949	562	568	629	1709	2091	2034	1552	326	197	167	36	138	91	70	106	56	117	146	88	908	434	531	123	146
NCU08786	CM002238.1	5127435	5128031	+	597	1600	1687	1429	1294	1176	1000	816	1065	953	462	415	643	282	468	427	565	552	511	285	395	334	633	714	686	577	373	345	279	58	144	66	31	117	100	258	307	175	397	353	346	129	59
NCU08785	CM002238.1	5130163	5131035	-	873	17	21	19	16	11	26	25	25	30	20	15	20	2	1	2	7	11	8	20	19	13	26	29	22	21	6	10	26	6	41	28	11	23	4	68	58	16	12	5	20	4	2
